study,age,gender,condition,recallText,possibleCareless,af01,af02,af03,af04,af05,af06,af07,af08,af09,af10,af11,af12,af13,af14,af15,af16,as01,as02,as03,as04,as05,as06,as07,as08,as09,as10,as11,as12,as13,as14,as15,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cs01,cs02,cs03,cs04,cs05,cs06,cs07,cs08,cs09,cs10,cs11,cs12,cs13,cs14,cs15,rf01,rf02,rf03,rf04,rf05,rf06,rf07,rf08,rf09,rf10,rf11,rf12,rf13,rf14,rf15,rs01,rs02,rs03,rs04,rs05,rs06,rs07,rs08,rs09,rs10,rs11,rs12,rs13,rs14,rs15,randomID,wave,playtimePrevWeek,playtimePrev2Weeks,playtimeNextWeek,playtimeNext2Weeks,game,umi_1,umi_2,umi_3,pxi_1,pxi_2,pxi_3,pxi_4,pxi_5,pxi_6,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24
study1efa,24,Man,positive experience,"The game is called Valheim, at its core is a survival game. 
I enjoy exploring, crafting and planning my next adventures within the game, i mostly enjoy the part of building a base/home. Its a relaxing experience for me and i get to use my imagination and creativity.",FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,5,6,6,6,6,5,4,6,4,4,4,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,6,6,5,6,6,6,6,5,6,5,5,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,4,4,4,4,4,4,3,4,4,5,4,NA,NA,NA,NA,NA,NA,Valheim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,22,Woman,positive experience,"it was defiying since i normally play simulation games or games that do not recuired that much of efford or tactic but i really liked playing it, it was new and also had a great plot,
.",FALSE,4,5,4,5,5,4,5,4,6,4,5,5,3,5,4,4,5,6,5,5,5,5,5,6,5,4,5,4,4,4,5,5,5,5,5,5,4,5,4,5,5,3,5,5,5,3,5,5,7,5,5,5,6,4,4,5,4,5,5,5,5,4,4,3,1,4,4,3,4,4,5,3,4,4,2,3,4,5,4,6,5,5,5,5,4,4,5,4,7,5,4,4,NA,NA,NA,NA,NA,NA,Defying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,23,Man,positive experience,"Monster Hunter World, there was a very big monster that was needed to hunt, it's name was Raging Brachydios, and I've been trying to beat him for a while now, it was very satisfying when I finally got to do it",FALSE,1,1,1,2,2,2,2,3,3,2,2,2,1,2,2,2,6,6,6,5,6,6,5,7,7,4,6,6,6,2,6,3,5,2,5,6,5,3,5,5,3,1,5,5,5,2,2,6,6,5,5,6,6,6,3,6,3,5,6,6,6,6,1,1,2,2,1,1,1,1,1,5,1,2,2,2,2,6,4,5,6,2,6,4,4,1,2,5,5,1,2,5,NA,NA,NA,NA,NA,NA,Monster Hunter World,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,25,Man,negative experience,"League of Legends, got tillted because I played bad, I was sleepy and shouldn't be playing knowing that was a possibilitie, I feelt really bad",TRUE,5,5,5,4,2,7,5,5,5,4,3,4,6,5,5,4,5,5,4,2,5,5,6,5,4,4,4,5,4,3,6,6,3,6,3,5,4,6,6,7,7,1,3,5,4,5,3,3,1,5,5,1,4,3,5,3,2,3,4,3,5,5,3,3,4,3,5,3,5,5,7,2,5,4,4,2,6,5,3,1,3,4,2,3,6,1,4,2,4,1,4,3,NA,NA,NA,NA,NA,NA,League of Legends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,41,Woman,positive experience,The game I am currently playing is a tile management game. It requires you to raise armies and take over tiles. I am extremely bored by waiting to raise resources.,FALSE,6,7,7,7,6,6,7,7,7,6,5,1,1,1,6,7,2,2,1,1,3,2,1,1,2,1,2,1,2,1,1,1,1,1,5,1,1,1,1,5,6,1,1,5,7,7,3,1,2,1,1,1,1,1,2,1,5,2,1,5,5,1,2,6,7,1,2,7,7,2,7,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,30,Man,positive experience,I play lots of video games. the last time was 5 minutes before taking this study I was playing a strategy game called Crusader Kings 3 I was having fun conquering the Mediterranian.,TRUE,3,2,2,2,1,2,4,3,2,2,2,1,1,3,3,2,7,5,7,7,7,7,2,7,2,2,5,6,4,3,5,2,3,2,1,3,5,1,2,3,2,1,2,1,1,1,2,2,6,7,5,7,5,3,6,6,6,5,2,6,7,1,2,2,2,3,2,5,1,1,1,1,1,4,1,2,1,4,4,3,3,2,2,4,2,2,1,3,3,2,3,1,NA,NA,NA,NA,NA,NA,Crusader Kings 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,22,Man,positive experience,The last time i played game that i enjoyed was yesterday. I was playing counter strike global offensive with my friends. We won every game and had a lot of fun. I was really happy because i was doing good and i spend time with friends,FALSE,3,5,2,5,5,2,4,2,6,5,5,3,2,3,4,1,7,6,5,2,5,6,5,6,3,2,6,3,6,5,6,2,6,2,2,2,5,3,2,2,3,1,1,3,3,2,3,6,7,6,5,7,6,5,5,6,6,6,6,7,6,3,3,2,2,2,2,5,2,5,4,1,1,1,2,1,1,3,6,6,4,6,2,5,6,6,6,6,6,6,5,6,NA,NA,NA,NA,NA,NA,Counter-Strike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,37,Man,positive experience,"It was FIFA 22, I played aganist my friend, sometimes I won, but he was a better player than me. I felt excited and had so much fun. When I won I felt happy and a little dissapointed when I lost.",FALSE,1,1,1,3,1,3,2,3,2,1,4,1,1,1,1,2,7,4,5,1,4,7,2,5,5,4,6,5,4,6,5,2,3,1,1,2,2,1,2,3,3,1,4,1,1,2,2,4,6,5,5,6,5,5,5,5,5,4,6,6,6,5,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,5,5,4,2,6,4,4,7,6,6,5,5,6,6,6,NA,NA,NA,NA,NA,NA,FIFA 22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,19,Non-binary/prefer not to say,positive experience,"The most recent game I've played was the beta for Street Fighter 6. Fighting game, played with friends. It was my first time playing this particular title and I enjoyed it very much. I quickly got a hold of it. The game is fun and allows for competition between friends. I liked looking at the characters and animations.",FALSE,1,3,5,7,1,1,1,4,1,1,2,1,1,1,1,4,7,4,5,7,7,7,7,5,1,4,6,5,7,4,4,3,1,3,1,5,1,1,5,2,4,2,5,2,3,4,1,6,6,3,6,6,6,6,6,6,5,7,6,6,6,6,4,4,3,1,2,1,5,1,6,1,1,2,1,1,1,4,7,2,7,6,2,4,6,6,5,5,5,7,7,7,NA,NA,NA,NA,NA,NA,Street Fighter 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,22,Woman,negative experience,"Rocket League. 
I just didn't like this game very much, it's not the style of game that I usually play and like. I like car games and I like playing fifa, so I thought that the combination of these two styles would be something that I would like but I was wrong",FALSE,2,3,6,5,5,6,5,1,5,2,6,1,3,5,3,4,6,5,2,3,6,6,2,2,4,1,3,3,5,3,4,6,5,5,3,5,3,5,6,7,4,2,5,5,5,7,4,3,3,3,3,2,5,3,1,3,2,2,3,4,3,3,4,4,4,4,1,2,5,4,1,2,2,4,3,5,2,4,4,4,6,4,4,4,4,4,4,2,4,5,5,4,NA,NA,NA,NA,NA,NA,Rocket League,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,41,Man,negative experience,"It was frustrating to get through a place in the game. And I was stucked, was not able to get further in the game. That was very annoying.",FALSE,1,3,2,6,2,6,5,2,2,2,5,4,2,2,6,2,6,6,4,2,5,6,6,6,6,4,6,5,4,3,5,5,3,1,2,5,4,2,6,5,3,1,3,6,2,4,4,6,6,6,6,6,5,5,2,6,5,5,6,6,6,6,6,6,4,1,1,2,1,2,6,2,2,2,1,6,2,6,6,6,6,5,6,6,4,6,4,4,6,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,24,Man,negative experience,"So the last time, when I was playing PUBG, that was my first game ever, therefore after the training I could play with a players. In a game I was totally destroyed therefore I was so annoyed about it, especially it wasn't my fauly whatsoever. Overall I now that I played bad but ther feeling after the game was unforgeable, the feeling that I want to play any more this game.",FALSE,5,4,3,5,5,4,7,7,7,1,7,5,7,2,3,5,5,5,7,6,3,6,2,4,6,4,2,5,2,4,3,3,5,5,7,4,5,5,3,7,7,7,7,6,7,4,6,1,4,1,3,2,2,1,7,1,1,3,4,1,3,3,6,7,6,4,5,7,7,6,6,7,5,7,6,6,5,3,6,2,2,2,5,3,4,2,3,4,2,4,3,4,NA,NA,NA,NA,NA,NA,PUBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,18,Man,positive experience,"I played a game of league of legends with my friends yesterday. I had a lot of fun while playing it because we were winning while also having fun, because we weren't getting angry at each other or too focused on the game.",FALSE,5,2,6,3,3,2,3,3,5,6,2,3,2,3,2,4,5,5,3,5,5,6,5,6,5,3,6,4,3,5,5,2,5,4,2,2,6,5,3,3,3,4,2,2,2,2,2,5,5,6,5,6,5,6,6,6,5,4,6,6,5,6,5,3,4,2,4,2,5,2,5,2,2,3,2,2,2,4,6,2,5,5,5,5,5,3,4,4,2,5,5,5,NA,NA,NA,NA,NA,NA,League of Legends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,25,Man,negative experience,I felt angry and sad and just miserable,TRUE,4,5,1,5,1,4,3,2,7,5,7,4,1,5,3,1,5,4,4,5,2,5,5,5,4,2,7,1,4,4,4,2,4,4,2,5,5,2,6,5,3,1,1,1,6,3,4,5,6,4,5,4,7,5,4,4,5,4,5,4,4,2,2,2,4,1,4,5,4,2,6,1,1,1,3,4,1,2,2,3,2,2,1,4,4,4,4,4,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,22,Man,negative experience,"I was playing LOL, i was tired and i got toxic teammates that were flaming for no reason. Also i was perfomimg poorly, so i got frustrated",FALSE,3,6,5,5,5,5,3,3,3,5,5,3,3,3,3,4,5,3,4,5,5,5,4,5,5,4,4,3,4,4,3,5,5,5,3,2,7,3,5,5,5,3,3,4,4,5,3,3,5,5,4,4,5,5,3,5,5,3,5,4,5,5,5,5,3,3,5,4,7,5,6,3,3,3,4,3,3,5,6,4,3,6,5,5,6,5,3,5,5,5,5,5,NA,NA,NA,NA,NA,NA,League of Legends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,18,Man,negative experience,"The game that didn't bring me joy was fortnite. I recently played it for the first time in a long time. I tried to win the game, but the entry threshold in my opinion has increased. I felt weak compared to other players.",TRUE,5,5,1,5,7,5,6,5,5,5,7,6,4,4,5,5,5,5,5,5,4,4,5,7,4,6,6,5,4,4,5,5,5,4,4,6,6,3,5,6,4,1,3,7,1,4,1,6,5,4,5,6,6,6,3,4,6,7,3,5,5,5,5,4,6,5,5,4,6,5,7,4,4,5,4,6,6,4,5,2,3,2,5,3,4,5,4,5,4,6,4,4,NA,NA,NA,NA,NA,NA,Fortnite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,31,Man,negative experience,The game I didn't enjoy was Scorn. It had good graphics but the gameplay was shallow. The plot was very cryptic and I didn't understand anything from it. It felt rushed and unfinished.,FALSE,6,7,6,6,5,5,6,5,2,6,3,1,5,5,5,5,2,3,2,5,3,5,3,3,3,1,2,2,1,2,2,1,3,3,3,5,1,5,5,3,2,5,1,7,5,5,5,3,5,2,2,2,5,2,2,5,5,5,2,3,2,2,1,2,6,1,6,6,1,1,4,7,1,4,2,3,1,5,1,1,2,2,1,1,1,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,Scorn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,23,Woman,negative experience,"The game was called Risen. I found the quests boring and the plot didn't interest me as well. The characters weren't interesting. I did a couple of quests about killing monsters and getting to know the character, but I esentially disliked it.",FALSE,6,5,5,5,5,5,5,5,5,5,6,5,3,5,5,6,3,3,2,4,3,2,2,5,5,2,3,5,1,2,1,5,5,5,3,2,5,2,5,5,5,5,3,6,3,5,5,1,5,3,5,3,2,3,2,2,3,2,5,5,5,4,4,4,5,1,6,6,5,4,4,4,4,5,4,4,2,1,2,2,2,3,2,2,1,1,2,1,3,2,4,3,NA,NA,NA,NA,NA,NA,Risen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,20,Woman,negative experience,It was Samurai Maiden. It's a game about a high schooler that gets transported to the Sengoku period in Japan. Her mission is to stop the Demon King from reviving. I felt incredibly bored.,FALSE,5,5,1,5,5,3,7,5,5,5,6,1,1,1,3,5,1,2,4,1,1,2,2,3,1,1,3,1,3,1,1,1,1,1,3,1,5,1,1,3,3,1,1,1,3,5,1,3,5,3,1,1,3,3,1,1,4,4,1,1,3,3,1,1,2,1,3,5,1,1,1,4,1,1,1,1,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,Samurai Maiden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,23,Man,positive experience,"I played a game called Teamfight tactics just a few minutes ago. The game went well for me from start to finish, dominating everyone like a real sigma male. I was feeling dominant, peaceful and i felt joy. I ended up at 2nd place because of some bug that opponent had in the final round.",FALSE,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,Team Fight Tactics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,30,Man,negative experience,"I've recently finished playing a game called Greak. On paper, it has everything I enjoy in video games. Puzzles, platforming, collectables, cute art style. However, the main gimmick of the game was that you had to control 3 separate characters by switching between them. That mechanic completely ruined the fun for me. The puzzles were unnecessarily annoying because you had to constantly rotate between characters to complete them. Such a shame to have 1 core mechanic completely ruin the game experience.",TRUE,5,6,3,7,5,5,6,6,5,6,2,3,2,4,4,5,4,3,4,3,5,3,6,3,3,4,5,1,4,5,5,1,1,1,2,3,6,1,6,2,6,2,2,3,3,2,3,5,5,2,3,5,5,4,6,5,5,5,5,5,5,2,4,1,3,1,1,3,1,1,1,2,1,4,2,1,1,5,5,3,5,5,5,4,2,2,5,4,4,4,1,2,NA,NA,NA,NA,NA,NA,Greak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,23,Man,negative experience,"A game I didn't enjoy was: ""Football Manager 2022"". The game had many different menus, and really complex, although I understand it is to make it more realistic and give many options to It's players. Regardless, I felt it was not really intuitive and would be time consuming so I gave up playing.",FALSE,2,2,5,4,2,6,1,2,3,2,6,2,2,4,4,6,6,6,2,6,6,6,5,6,2,5,2,2,2,2,2,2,2,2,2,5,5,2,5,2,3,3,6,2,3,1,7,4,2,2,5,5,2,4,3,3,2,2,5,2,2,4,4,4,4,4,4,6,1,1,4,6,4,6,3,4,2,2,2,2,4,4,2,4,4,4,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,Football Manager 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,22,Woman,positive experience,The game was Genshin Impact. I was playing with my boyfriend doing bosses and farm materials. I felt good and happy while playing.,FALSE,4,3,2,4,4,4,4,3,3,5,2,3,5,3,4,4,5,4,4,5,5,4,3,4,5,4,4,2,3,4,5,4,4,2,4,4,4,6,2,5,4,1,6,1,2,5,4,2,4,3,4,5,4,4,6,4,3,5,3,5,4,4,4,5,3,4,4,4,4,3,4,4,4,5,3,3,4,5,2,4,4,4,4,3,5,6,4,4,3,4,4,2,NA,NA,NA,NA,NA,NA,Genshin Impact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,54,Man,negative experience,"The game I didn't like was Valorant. It seemed too chaotic to me, I expected something different.
",FALSE,4,3,4,4,2,4,4,2,2,2,3,3,2,2,3,3,3,4,2,2,3,2,2,5,2,3,3,2,3,2,3,3,3,3,4,4,3,2,3,2,4,3,4,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,5,5,4,3,4,6,3,2,3,4,2,2,4,2,2,2,2,4,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,Valorant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,19,Woman,negative experience,"League of Legends
I have lost a bet with a friend and because of it he forced me to play with him few matches in lol. I was very frustrated during those matches, because i just cant play this game. Skill gap was to big and in my opinion once you start loosing and enemy is better, theb you have no chances in winning. Its so different than what i like to play (shooters) that i struggled in playing really hard and it was just frustrating experience overall.",FALSE,6,7,6,6,6,6,7,7,7,7,6,5,2,6,7,5,4,1,2,3,5,6,5,6,5,4,2,4,1,1,2,7,7,7,7,7,7,7,7,7,6,7,7,6,7,6,6,1,1,2,2,1,1,2,1,1,1,1,2,1,1,4,6,7,7,6,7,2,6,5,3,7,7,3,7,6,7,2,2,1,5,1,3,1,1,1,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,League of Legends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,23,Woman,negative experience,"I was playing fortnite which I enjoy playing every time, but this specific week the game was pretty bugged and slow. I couldn’t even move or shoot, so I was killed instantly.",FALSE,1,1,1,6,2,7,2,1,5,1,1,1,6,5,2,2,1,3,2,1,1,1,2,1,1,2,2,2,2,5,2,3,6,6,7,7,6,7,6,7,7,1,4,1,5,6,6,2,2,1,4,2,2,3,4,1,4,1,2,2,3,4,7,3,6,2,2,1,1,2,1,6,6,5,5,1,3,3,2,3,2,5,2,3,5,6,5,4,2,3,2,5,NA,NA,NA,NA,NA,NA,Fortnite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,27,Man,positive experience,"Mount and blade Warband, played yeasterday, upgrading character, making bigger and bigger army feels good, huge battles",FALSE,2,2,2,4,4,1,3,5,3,1,3,2,2,2,2,5,5,7,5,6,5,5,6,7,5,4,6,5,4,5,4,1,2,2,1,3,2,1,5,2,1,1,1,1,3,4,2,5,5,5,3,5,6,5,5,5,6,6,5,6,6,5,2,2,2,3,2,4,2,2,2,2,2,6,1,6,2,4,3,5,5,1,5,5,5,5,1,5,4,4,4,1,NA,NA,NA,NA,NA,NA,Warband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,22,Woman,negative experience,"The last game I played and didn't enjoy was ""Cook, serve, delicious 3"" and I was supposed to cook in a van and serve customers. I ended up not liking it because it was too stressfull.",FALSE,5,1,3,2,6,5,6,5,1,1,7,1,1,1,1,6,3,2,3,1,5,1,5,3,1,1,5,1,1,1,2,6,1,4,5,6,1,1,6,5,6,1,6,6,7,4,7,2,2,1,5,5,2,3,3,3,2,1,3,3,5,3,1,1,7,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,"Cook, Serve, Delicious 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,19,Man,positive experience,"Genshin Impact. It makes me relaxed after a tough day, music is godlike and it has pretty views. The atmosphere is outstanding. It makes me relaxed and happy even when i only admire the wievs. 
",FALSE,2,2,3,5,2,3,5,2,2,2,3,2,2,1,1,2,6,6,7,6,6,7,7,6,7,7,6,6,6,6,6,3,1,2,1,2,6,2,4,4,2,5,2,3,2,1,2,7,6,6,6,7,7,7,6,6,7,6,6,6,6,6,5,7,1,1,2,1,2,2,2,1,2,2,1,2,1,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,Genshin Impact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,34,Man,negative experience,"The most recent video game that I play and didn't enjoy was Fortine. The game is a battle royal with random weapon drops and items, basically its a luck game and sometimes you can be very skillfull in the game but someone else have better luck in that round and just wins. it feels a bit pointless and frustrating",FALSE,3,1,4,5,3,2,3,4,6,6,3,2,4,6,4,7,3,2,4,5,5,5,3,5,6,3,2,1,4,2,4,2,5,6,1,3,7,4,2,1,4,2,4,6,6,3,5,5,3,3,2,2,3,5,5,3,1,5,3,3,3,1,5,2,5,5,2,4,6,5,4,3,4,5,5,3,5,4,2,2,2,3,4,3,2,2,2,2,1,2,5,6,NA,NA,NA,NA,NA,NA,Fortnite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,24,Man,positive experience,"It was a few days ago. I was playing Red dead redemption on my PS3, just doing some side quests, can't remeber specifically but my job was to pick up some flowers and don't know why but I really enjoyed the vibe of this.",FALSE,1,1,4,5,2,5,3,1,1,2,3,2,2,3,4,4,6,7,4,5,5,6,4,5,5,2,6,4,4,2,3,2,1,2,2,3,1,2,2,2,2,2,1,2,2,3,1,4,3,2,3,5,5,5,6,5,7,2,3,5,4,4,2,3,2,1,1,3,1,4,4,1,1,1,4,1,2,5,2,1,5,2,3,4,4,2,4,4,1,4,2,3,NA,NA,NA,NA,NA,NA,Red Dead Redemption,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,21,Woman,negative experience,"The game was Keep Talking and Nobody Explodes. It's a game where two people have to defuse a bomb. One has the manual and the other has the bomb with different symbols that the person with the manual has to decode. I used to enjoy this game when I was younger, but I recently played it with my boyfriend and found it too stressful. On top of that, he was new to the game and it was difficult to play the game while explaining the rules. I felt stressed and rushed.",FALSE,7,6,5,3,5,3,3,3,7,6,7,4,5,5,7,5,5,4,3,5,5,5,5,5,5,4,2,3,4,2,4,3,5,6,6,7,3,4,6,5,6,3,6,6,6,3,7,2,3,3,3,5,2,3,2,4,3,3,3,3,2,5,4,2,5,1,1,6,1,1,1,3,1,4,1,3,5,4,5,4,2,4,1,1,5,5,5,4,1,5,5,5,NA,NA,NA,NA,NA,NA,Keep Talking and Nobody Explodes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study1efa,23,Man,negative experience,"Overwatch 2, I came back to the game after not playing a few days, and while I felt like playing, I was daunted by the fact that I would have a bad experience overall. I felt like I had no impact in the game and that I was playing worse than usual. It made me want to quit mid-game but I forced myself through it, even if it felt like a chore.",FALSE,5,5,5,6,5,5,3,6,6,6,6,2,5,3,5,6,5,4,5,5,5,5,5,5,4,4,4,3,3,2,6,5,4,5,6,5,5,3,6,6,6,1,2,5,6,3,3,5,5,5,5,5,5,4,4,4,3,2,5,5,5,5,4,3,2,3,3,2,4,2,4,2,2,3,2,3,4,6,6,4,6,6,4,4,6,6,6,4,4,2,6,6,NA,NA,NA,NA,NA,NA,Overwatch 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
